Molecule,Atom,Orbital,Binding Energy
C=CCN.Cl,Cl,-1,-1.0
C(C#N)C#N,C,-1,-1.0
C(C#N)C#N,C,-1,-1.0
C(C#N)C#N,N,1s,406.0814682483673
C(C#N)C#N,C,-1,-1.0
C(C#N)C#N,N,1s,406.16848077774046
CCC#N,C,-1,-1.0
CCC#N,C,-1,-1.0
CCC#N,C,-1,-1.0
CCC#N,N,1s,405.8569520950317
CN(C)C#N,C,-1,-1.0
CN(C)C#N,N,1s,406.30873384475706
CN(C)C#N,C,-1,-1.0
CN(C)C#N,C,-1,-1.0
CN(C)C#N,N,1s,405.37674179077146
CCCN,C,-1,-1.0
CCCN,C,-1,-1.0
CCCN,C,-1,-1.0
CCCN,N,1s,405.8417972564697
C(CN)CO,C,-1,-1.0
C(CN)CO,C,-1,-1.0
C(CN)CO,N,1s,406.04345550537107
C(CN)CO,C,-1,-1.0
C(CN)CO,O,-1,-1.0
COCCN,C,-1,-1.0
COCCN,O,-1,-1.0
COCCN,C,-1,-1.0
COCCN,C,-1,-1.0
COCCN,N,1s,406.7846361637115
CP(=N)(C)C,C,-1,-1.0
CP(=N)(C)C,P,2p3/2,136.99011600017548
CP(=N)(C)C,N,1s,405.4515308380127
CP(=N)(C)C,C,-1,-1.0
CP(=N)(C)C,C,-1,-1.0
C(CN)CN,C,-1,-1.0
C(CN)CN,C,-1,-1.0
C(CN)CN,N,1s,405.35155668258665
C(CN)CN,C,-1,-1.0
C(CN)CN,N,1s,405.3962210655212
C(=C/C#N)\C#N,C,-1,-1.0
C(=C/C#N)\C#N,C,-1,-1.0
C(=C/C#N)\C#N,C,-1,-1.0
C(=C/C#N)\C#N,N,1s,405.73275604248045
C(=C/C#N)\C#N,C,-1,-1.0
C(=C/C#N)\C#N,N,1s,406.0817336082458
C#CCC#[NH+],C,-1,-1.0
C#CCC#[NH+],C,-1,-1.0
C#CCC#[NH+],C,-1,-1.0
C#CCC#[NH+],C,-1,-1.0
C#CCC#[NH+],N,1s,407.25000681877134
C=CCC#N,C,-1,-1.0
C=CCC#N,C,-1,-1.0
C=CCC#N,C,-1,-1.0
C=CCC#N,C,-1,-1.0
C=CCC#N,N,1s,405.8090242385864
COC(=O)CC#N,C,-1,-1.0
COC(=O)CC#N,O,-1,-1.0
COC(=O)CC#N,C,-1,-1.0
COC(=O)CC#N,O,-1,-1.0
COC(=O)CC#N,C,-1,-1.0
COC(=O)CC#N,C,-1,-1.0
COC(=O)CC#N,N,1s,407.11865653991697
CCCC#N,C,-1,-1.0
CCCC#N,C,-1,-1.0
CCCC#N,C,-1,-1.0
CCCC#N,C,-1,-1.0
CCCC#N,N,1s,405.7184118270874
CC(C)[N+]#[C-],C,-1,-1.0
CC(C)[N+]#[C-],C,-1,-1.0
CC(C)[N+]#[C-],C,-1,-1.0
CC(C)[N+]#[C-],N,1s,406.8236943721771
CC(C)[N+]#[C-],C,-1,-1.0
C1CCNC1,C,-1,-1.0
C1CCNC1,C,-1,-1.0
C1CCNC1,C,-1,-1.0
C1CCNC1,N,1s,405.63775768280027
C1CCNC1,C,-1,-1.0
CC(=O)N(C)C,C,-1,-1.0
CC(=O)N(C)C,C,-1,-1.0
CC(=O)N(C)C,O,-1,-1.0
CC(=O)N(C)C,N,1s,406.12495317459104
CC(=O)N(C)C,C,-1,-1.0
CC(=O)N(C)C,C,-1,-1.0
CC(=O)NN(C)C,C,-1,-1.0
CC(=O)NN(C)C,C,-1,-1.0
CC(=O)NN(C)C,O,-1,-1.0
CC(=O)NN(C)C,N,1s,405.6234463691711
CC(=O)NN(C)C,N,1s,405.9541191101074
CC(=O)NN(C)C,C,-1,-1.0
CC(=O)NN(C)C,C,-1,-1.0
CCNCC,C,-1,-1.0
CCNCC,C,-1,-1.0
CCNCC,N,1s,405.77716913223264
CCNCC,C,-1,-1.0
CCNCC,C,-1,-1.0
CCCCN,C,-1,-1.0
CCCCN,C,-1,-1.0
CCCCN,C,-1,-1.0
CCCCN,C,-1,-1.0
CCCCN,N,1s,405.8008297920227
CCC(C)N,C,-1,-1.0
CCC(C)N,C,-1,-1.0
CCC(C)N,C,-1,-1.0
CCC(C)N,C,-1,-1.0
CCC(C)N,N,1s,405.80070486068723
CC(C)(C)N,C,-1,-1.0
CC(C)(C)N,C,-1,-1.0
CC(C)(C)N,C,-1,-1.0
CC(C)(C)N,C,-1,-1.0
CC(C)(C)N,N,1s,405.8008355140686
C1=CN=CC=C1Cl,C,-1,-1.0
C1=CN=CC=C1Cl,C,-1,-1.0
C1=CN=CC=C1Cl,N,1s,405.4901536941528
C1=CN=CC=C1Cl,C,-1,-1.0
C1=CN=CC=C1Cl,C,-1,-1.0
C1=CN=CC=C1Cl,C,-1,-1.0
C1=CN=CC=C1Cl,Cl,-1,-1.0
C1=CC(=CN=C1)Cl,C,-1,-1.0
C1=CC(=CN=C1)Cl,C,-1,-1.0
C1=CC(=CN=C1)Cl,C,-1,-1.0
C1=CC(=CN=C1)Cl,C,-1,-1.0
C1=CC(=CN=C1)Cl,N,1s,405.6699189186096
C1=CC(=CN=C1)Cl,C,-1,-1.0
C1=CC(=CN=C1)Cl,Cl,-1,-1.0
C1=CC=NC(=C1)Cl,C,-1,-1.0
C1=CC=NC(=C1)Cl,C,-1,-1.0
C1=CC=NC(=C1)Cl,C,-1,-1.0
C1=CC=NC(=C1)Cl,N,1s,405.4731930732727
C1=CC=NC(=C1)Cl,C,-1,-1.0
C1=CC=NC(=C1)Cl,C,-1,-1.0
C1=CC=NC(=C1)Cl,Cl,-1,-1.0
C1=CN=CC=C1F,C,-1,-1.0
C1=CN=CC=C1F,C,-1,-1.0
C1=CN=CC=C1F,N,1s,406.1754597663879
C1=CN=CC=C1F,C,-1,-1.0
C1=CN=CC=C1F,C,-1,-1.0
C1=CN=CC=C1F,C,-1,-1.0
C1=CN=CC=C1F,F,-1,-1.0
C1=CC(=CN=C1)F,C,-1,-1.0
C1=CC(=CN=C1)F,C,-1,-1.0
C1=CC(=CN=C1)F,C,-1,-1.0
C1=CC(=CN=C1)F,C,-1,-1.0
C1=CC(=CN=C1)F,N,1s,406.15946831703184
C1=CC(=CN=C1)F,C,-1,-1.0
C1=CC(=CN=C1)F,F,-1,-1.0
C1=CC=NC(=C1)F,C,-1,-1.0
C1=CC=NC(=C1)F,C,-1,-1.0
C1=CC=NC(=C1)F,C,-1,-1.0
C1=CC=NC(=C1)F,N,1s,406.00551452636716
C1=CC=NC(=C1)F,C,-1,-1.0
C1=CC=NC(=C1)F,C,-1,-1.0
C1=CC=NC(=C1)F,F,-1,-1.0
C1=CN=CC=C1[N+](=O)[O-],C,-1,-1.0
C1=CN=CC=C1[N+](=O)[O-],C,-1,-1.0
C1=CN=CC=C1[N+](=O)[O-],N,1s,406.734300994873
C1=CN=CC=C1[N+](=O)[O-],C,-1,-1.0
C1=CN=CC=C1[N+](=O)[O-],C,-1,-1.0
C1=CN=CC=C1[N+](=O)[O-],C,-1,-1.0
C1=CN=CC=C1[N+](=O)[O-],N,1s,408.0852349042892
C1=CN=CC=C1[N+](=O)[O-],O,-1,-1.0
C1=CN=CC=C1[N+](=O)[O-],O,-1,-1.0
C1=CC(=CN=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC(=CN=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC(=CN=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC(=CN=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC(=CN=C1)[N+](=O)[O-],N,1s,406.44570960998533
C1=CC(=CN=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC(=CN=C1)[N+](=O)[O-],N,1s,408.03007485866544
C1=CC(=CN=C1)[N+](=O)[O-],O,-1,-1.0
C1=CC(=CN=C1)[N+](=O)[O-],O,-1,-1.0
C1=CC=NC(=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC=NC(=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC=NC(=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC=NC(=C1)[N+](=O)[O-],N,1s,406.43188371658323
C1=CC=NC(=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC=NC(=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC=NC(=C1)[N+](=O)[O-],N,1s,408.11491134166715
C1=CC=NC(=C1)[N+](=O)[O-],O,-1,-1.0
C1=CC=NC(=C1)[N+](=O)[O-],O,-1,-1.0
C1=CC=NC=C1,C,-1,-1.0
C1=CC=NC=C1,C,-1,-1.0
C1=CC=NC=C1,C,-1,-1.0
C1=CC=NC=C1,N,1s,405.74202766418455
C1=CC=NC=C1,C,-1,-1.0
C1=CC=NC=C1,C,-1,-1.0
C1=CNC=CC1=O,C,-1,-1.0
C1=CNC=CC1=O,C,-1,-1.0
C1=CNC=CC1=O,N,1s,405.95435371398924
C1=CNC=CC1=O,C,-1,-1.0
C1=CNC=CC1=O,C,-1,-1.0
C1=CNC=CC1=O,C,-1,-1.0
C1=CNC=CC1=O,O,-1,-1.0
C1=CC(=O)NC=C1,C,-1,-1.0
C1=CC(=O)NC=C1,C,-1,-1.0
C1=CC(=O)NC=C1,C,-1,-1.0
C1=CC(=O)NC=C1,O,1s,538.576523399353
C1=CC(=O)NC=C1,N,1s,406.0486959457397
C1=CC(=O)NC=C1,C,-1,-1.0
C1=CC(=O)NC=C1,C,-1,-1.0
C1=CC=[N+](C=C1)[O-],C,-1,-1.0
C1=CC=[N+](C=C1)[O-],C,-1,-1.0
C1=CC=[N+](C=C1)[O-],C,-1,-1.0
C1=CC=[N+](C=C1)[O-],N,1s,407.62669649124143
C1=CC=[N+](C=C1)[O-],C,-1,-1.0
C1=CC=[N+](C=C1)[O-],C,-1,-1.0
C1=CC=[N+](C=C1)[O-],O,1s,538.1920763015747
C1=CNC(=O)C(=C1)O,C,-1,-1.0
C1=CNC(=O)C(=C1)O,C,-1,-1.0
C1=CNC(=O)C(=C1)O,N,1s,406.0310219764709
C1=CNC(=O)C(=C1)O,C,-1,-1.0
C1=CNC(=O)C(=C1)O,O,1s,538.841060256958
C1=CNC(=O)C(=C1)O,C,-1,-1.0
C1=CNC(=O)C(=C1)O,C,-1,-1.0
C1=CNC(=O)C(=C1)O,O,1s,539.3042517662049
C1=CC=NC(=C1)N,C,-1,-1.0
C1=CC=NC(=C1)N,C,-1,-1.0
C1=CC=NC(=C1)N,C,-1,-1.0
C1=CC=NC(=C1)N,N,1s,405.4022211074829
C1=CC=NC(=C1)N,C,-1,-1.0
C1=CC=NC(=C1)N,C,-1,-1.0
C1=CC=NC(=C1)N,N,1s,405.6617630958557
CC1=CC(=CN=C1)N,C,-1,-1.0
CC1=CC(=CN=C1)N,C,-1,-1.0
CC1=CC(=CN=C1)N,C,-1,-1.0
CC1=CC(=CN=C1)N,C,-1,-1.0
CC1=CC(=CN=C1)N,C,-1,-1.0
CC1=CC(=CN=C1)N,N,1s,405.4103440284729
CC1=CC(=CN=C1)N,C,-1,-1.0
CC1=CC(=CN=C1)N,N,1s,405.57069578170774
C1=CN=CC=C1N,C,-1,-1.0
C1=CN=CC=C1N,C,-1,-1.0
C1=CN=CC=C1N,N,1s,405.4033493041992
C1=CN=CC=C1N,C,-1,-1.0
C1=CN=CC=C1N,C,-1,-1.0
C1=CN=CC=C1N,C,-1,-1.0
C1=CN=CC=C1N,N,1s,405.64217414855955
CCCCC#N,C,-1,-1.0
CCCCC#N,C,-1,-1.0
CCCCC#N,C,-1,-1.0
CCCCC#N,C,-1,-1.0
CCCCC#N,C,-1,-1.0
CCCCC#N,N,1s,405.5627879142761
CCCCN=C=O,C,-1,-1.0
CCCCN=C=O,C,-1,-1.0
CCCCN=C=O,C,-1,-1.0
CCCCN=C=O,C,-1,-1.0
CCCCN=C=O,N,1s,405.84120216369627
CCCCN=C=O,C,-1,-1.0
CCCCN=C=O,O,-1,-1.0
C1CCNCC1,C,-1,-1.0
C1CCNCC1,C,-1,-1.0
C1CCNCC1,C,-1,-1.0
C1CCNCC1,N,1s,405.70369424819944
C1CCNCC1,C,-1,-1.0
C1CCNCC1,C,-1,-1.0
C(CCN)CCN,C,-1,-1.0
C(CCN)CCN,C,-1,-1.0
C(CCN)CCN,C,-1,-1.0
C(CCN)CCN,N,1s,405.2758893013
C(CCN)CCN,C,-1,-1.0
C(CCN)CCN,C,-1,-1.0
C(CCN)CCN,N,1s,405.5053681373596
C1=CC(=CC=C1N)Cl,C,-1,-1.0
C1=CC(=CC=C1N)Cl,C,-1,-1.0
C1=CC(=CC=C1N)Cl,C,-1,-1.0
C1=CC(=CC=C1N)Cl,C,-1,-1.0
C1=CC(=CC=C1N)Cl,C,-1,-1.0
C1=CC(=CC=C1N)Cl,C,-1,-1.0
C1=CC(=CC=C1N)Cl,N,1s,405.9949635505676
C1=CC(=CC=C1N)Cl,Cl,-1,-1.0
C1=CC(=CC(=C1)Cl)N,C,-1,-1.0
C1=CC(=CC(=C1)Cl)N,C,-1,-1.0
C1=CC(=CC(=C1)Cl)N,C,-1,-1.0
C1=CC(=CC(=C1)Cl)N,C,-1,-1.0
C1=CC(=CC(=C1)Cl)N,C,-1,-1.0
C1=CC(=CC(=C1)Cl)N,C,-1,-1.0
C1=CC(=CC(=C1)Cl)N,Cl,-1,-1.0
C1=CC(=CC(=C1)Cl)N,N,1s,406.36851086616514
C1=CC(=CN=C1)C(F)(F)F,C,-1,-1.0
C1=CC(=CN=C1)C(F)(F)F,C,-1,-1.0
C1=CC(=CN=C1)C(F)(F)F,C,-1,-1.0
C1=CC(=CN=C1)C(F)(F)F,C,-1,-1.0
C1=CC(=CN=C1)C(F)(F)F,N,1s,406.2984565734863
C1=CC(=CN=C1)C(F)(F)F,C,-1,-1.0
C1=CC(=CN=C1)C(F)(F)F,C,-1,-1.0
C1=CC(=CN=C1)C(F)(F)F,F,-1,-1.0
C1=CC(=CN=C1)C(F)(F)F,F,-1,-1.0
C1=CC(=CN=C1)C(F)(F)F,F,-1,-1.0
C1=CN=CC=C1C(F)(F)F,C,-1,-1.0
C1=CN=CC=C1C(F)(F)F,C,-1,-1.0
C1=CN=CC=C1C(F)(F)F,N,1s,406.57345285415647
C1=CN=CC=C1C(F)(F)F,C,-1,-1.0
C1=CN=CC=C1C(F)(F)F,C,-1,-1.0
C1=CN=CC=C1C(F)(F)F,C,-1,-1.0
C1=CN=CC=C1C(F)(F)F,C,-1,-1.0
C1=CN=CC=C1C(F)(F)F,F,-1,-1.0
C1=CN=CC=C1C(F)(F)F,F,-1,-1.0
C1=CN=CC=C1C(F)(F)F,F,-1,-1.0
C1=CC=NC(=C1)C(F)(F)F,C,-1,-1.0
C1=CC=NC(=C1)C(F)(F)F,C,-1,-1.0
C1=CC=NC(=C1)C(F)(F)F,C,-1,-1.0
C1=CC=NC(=C1)C(F)(F)F,N,1s,406.25353398323057
C1=CC=NC(=C1)C(F)(F)F,C,-1,-1.0
C1=CC=NC(=C1)C(F)(F)F,C,-1,-1.0
C1=CC=NC(=C1)C(F)(F)F,C,-1,-1.0
C1=CC=NC(=C1)C(F)(F)F,F,-1,-1.0
C1=CC=NC(=C1)C(F)(F)F,F,-1,-1.0
C1=CC=NC(=C1)C(F)(F)F,F,-1,-1.0
C1=CC=NC(=C1)C#N,C,-1,-1.0
C1=CC=NC(=C1)C#N,C,-1,-1.0
C1=CC=NC(=C1)C#N,C,-1,-1.0
C1=CC=NC(=C1)C#N,N,1s,405.5996598243713
C1=CC=NC(=C1)C#N,C,-1,-1.0
C1=CC=NC(=C1)C#N,C,-1,-1.0
C1=CC=NC(=C1)C#N,C,-1,-1.0
C1=CC=NC(=C1)C#N,N,1s,405.51369800567625
C1=CC(=CN=C1)C#N,C,-1,-1.0
C1=CC(=CN=C1)C#N,C,-1,-1.0
C1=CC(=CN=C1)C#N,C,-1,-1.0
C1=CC(=CN=C1)C#N,C,-1,-1.0
C1=CC(=CN=C1)C#N,N,1s,405.704479598999
C1=CC(=CN=C1)C#N,C,-1,-1.0
C1=CC(=CN=C1)C#N,C,-1,-1.0
C1=CC(=CN=C1)C#N,N,1s,405.4416417121887
C1=CN=CC=C1C#N,C,-1,-1.0
C1=CN=CC=C1C#N,C,-1,-1.0
C1=CN=CC=C1C#N,N,1s,405.6036027908325
C1=CN=CC=C1C#N,C,-1,-1.0
C1=CN=CC=C1C#N,C,-1,-1.0
C1=CN=CC=C1C#N,C,-1,-1.0
C1=CN=CC=C1C#N,C,-1,-1.0
C1=CN=CC=C1C#N,N,1s,405.44352903366087
C1=CN=CC=C1C=O,C,-1,-1.0
C1=CN=CC=C1C=O,C,-1,-1.0
C1=CN=CC=C1C=O,N,1s,405.72237434387205
C1=CN=CC=C1C=O,C,-1,-1.0
C1=CN=CC=C1C=O,C,-1,-1.0
C1=CN=CC=C1C=O,C,-1,-1.0
C1=CN=CC=C1C=O,C,-1,-1.0
C1=CN=CC=C1C=O,O,1s,538.4751158714295
C1=CC=C(C=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC=C(C=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC=C(C=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC=C(C=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC=C(C=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC=C(C=C1)[N+](=O)[O-],C,-1,-1.0
C1=CC=C(C=C1)[N+](=O)[O-],N,1s,408.3756062030792
C1=CC=C(C=C1)[N+](=O)[O-],O,-1,-1.0
C1=CC=C(C=C1)[N+](=O)[O-],O,-1,-1.0
C1=CC(=CC(=C1)[N+](=O)[O-])N,C,-1,-1.0
C1=CC(=CC(=C1)[N+](=O)[O-])N,C,-1,-1.0
C1=CC(=CC(=C1)[N+](=O)[O-])N,C,-1,-1.0
C1=CC(=CC(=C1)[N+](=O)[O-])N,C,-1,-1.0
C1=CC(=CC(=C1)[N+](=O)[O-])N,C,-1,-1.0
C1=CC(=CC(=C1)[N+](=O)[O-])N,C,-1,-1.0
C1=CC(=CC(=C1)[N+](=O)[O-])N,N,1s,407.8056997299194
C1=CC(=CC(=C1)[N+](=O)[O-])N,O,-1,-1.0
C1=CC(=CC(=C1)[N+](=O)[O-])N,O,-1,-1.0
C1=CC(=CC(=C1)[N+](=O)[O-])N,N,1s,407.9094734430313
CC1=CC=CC=N1,C,-1,-1.0
CC1=CC=CC=N1,C,-1,-1.0
CC1=CC=CC=N1,C,-1,-1.0
CC1=CC=CC=N1,C,-1,-1.0
CC1=CC=CC=N1,C,-1,-1.0
CC1=CC=CC=N1,C,-1,-1.0
CC1=CC=CC=N1,N,1s,405.7503060340881
CC1=CC=NC=C1,C,-1,-1.0
CC1=CC=NC=C1,C,-1,-1.0
CC1=CC=NC=C1,C,-1,-1.0
CC1=CC=NC=C1,C,-1,-1.0
CC1=CC=NC=C1,N,1s,405.5076884269714
CC1=CC=NC=C1,C,-1,-1.0
CC1=CC=NC=C1,C,-1,-1.0
CC1=CN=CC=C1,C,-1,-1.0
CC1=CN=CC=C1,C,-1,-1.0
CC1=CN=CC=C1,C,-1,-1.0
CC1=CN=CC=C1,N,1s,405.731295967102
CC1=CN=CC=C1,C,-1,-1.0
CC1=CN=CC=C1,C,-1,-1.0
CC1=CN=CC=C1,C,-1,-1.0
C1=CC(=CC=C1N)O,C,-1,-1.0
C1=CC(=CC=C1N)O,C,-1,-1.0
C1=CC(=CC=C1N)O,C,-1,-1.0
C1=CC(=CC=C1N)O,C,-1,-1.0
C1=CC(=CC=C1N)O,C,-1,-1.0
C1=CC(=CC=C1N)O,C,-1,-1.0
C1=CC(=CC=C1N)O,N,1s,406.0903836727142
C1=CC(=CC=C1N)O,O,-1,-1.0
C1=CC(=CC(=C1)O)N,C,-1,-1.0
C1=CC(=CC(=C1)O)N,C,-1,-1.0
C1=CC(=CC(=C1)O)N,C,-1,-1.0
C1=CC(=CC(=C1)O)N,C,-1,-1.0
C1=CC(=CC(=C1)O)N,C,-1,-1.0
C1=CC(=CC(=C1)O)N,C,-1,-1.0
C1=CC(=CC(=C1)O)N,O,-1,-1.0
C1=CC(=CC(=C1)O)N,N,1s,406.55263056755064
COC1=CC=NC=C1,C,-1,-1.0
COC1=CC=NC=C1,O,-1,-1.0
COC1=CC=NC=C1,C,-1,-1.0
COC1=CC=NC=C1,C,-1,-1.0
COC1=CC=NC=C1,C,-1,-1.0
COC1=CC=NC=C1,N,1s,405.9507478713989
COC1=CC=NC=C1,C,-1,-1.0
COC1=CC=NC=C1,C,-1,-1.0
COC1=CN=CC=C1,C,-1,-1.0
COC1=CN=CC=C1,O,-1,-1.0
COC1=CN=CC=C1,C,-1,-1.0
COC1=CN=CC=C1,C,-1,-1.0
COC1=CN=CC=C1,N,1s,406.22795643806455
COC1=CN=CC=C1,C,-1,-1.0
COC1=CN=CC=C1,C,-1,-1.0
COC1=CN=CC=C1,C,-1,-1.0
CCN1C=CC=C1C=O,C,-1,-1.0
CCN1C=CC=C1C=O,C,-1,-1.0
CCN1C=CC=C1C=O,N,1s,405.5408553123474
CCN1C=CC=C1C=O,C,-1,-1.0
CCN1C=CC=C1C=O,C,-1,-1.0
CCN1C=CC=C1C=O,C,-1,-1.0
CCN1C=CC=C1C=O,C,-1,-1.0
CCN1C=CC=C1C=O,C,-1,-1.0
CCN1C=CC=C1C=O,O,-1,-1.0
CC(=O)C1=CC=CN1,C,-1,-1.0
CC(=O)C1=CC=CN1,C,-1,-1.0
CC(=O)C1=CC=CN1,O,1s,538.1976634025574
CC(=O)C1=CC=CN1,C,-1,-1.0
CC(=O)C1=CC=CN1,C,-1,-1.0
CC(=O)C1=CC=CN1,C,-1,-1.0
CC(=O)C1=CC=CN1,C,-1,-1.0
CC(=O)C1=CC=CN1,N,1s,406.4020306110382
COC1=CC=CC=N1,C,-1,-1.0
COC1=CC=CC=N1,O,1s,538.313315486908
COC1=CC=CC=N1,C,-1,-1.0
COC1=CC=CC=N1,C,-1,-1.0
COC1=CC=CC=N1,C,-1,-1.0
COC1=CC=CC=N1,C,-1,-1.0
COC1=CC=CC=N1,C,-1,-1.0
COC1=CC=CC=N1,N,1s,406.23228492736814
CCN1CCCC1=O,C,-1,-1.0
CCN1CCCC1=O,C,-1,-1.0
CCN1CCCC1=O,N,1s,405.66882314682005
CCN1CCCC1=O,C,-1,-1.0
CCN1CCCC1=O,C,-1,-1.0
CCN1CCCC1=O,C,-1,-1.0
CCN1CCCC1=O,C,-1,-1.0
CCN1CCCC1=O,O,-1,-1.0
C1CN2CCN1CC2,C,-1,-1.0
C1CN2CCN1CC2,C,-1,-1.0
C1CN2CCN1CC2,N,1s,404.8067907333374
C1CN2CCN1CC2,C,-1,-1.0
C1CN2CCN1CC2,C,-1,-1.0
C1CN2CCN1CC2,N,1s,405.0978759765625
C1CN2CCN1CC2,C,-1,-1.0
C1CN2CCN1CC2,C,-1,-1.0
C1CCC(CC1)N,C,-1,-1.0
C1CCC(CC1)N,C,-1,-1.0
C1CCC(CC1)N,C,-1,-1.0
C1CCC(CC1)N,C,-1,-1.0
C1CCC(CC1)N,C,-1,-1.0
C1CCC(CC1)N,C,-1,-1.0
C1CCC(CC1)N,N,1s,405.96097745895383
CCN(CC)C(=O)C,C,-1,-1.0
CCN(CC)C(=O)C,C,-1,-1.0
CCN(CC)C(=O)C,N,1s,405.7660635948181
CCN(CC)C(=O)C,C,-1,-1.0
CCN(CC)C(=O)C,C,-1,-1.0
CCN(CC)C(=O)C,C,-1,-1.0
CCN(CC)C(=O)C,O,-1,-1.0
CCN(CC)C(=O)C,C,-1,-1.0
CCN(CC)CC,C,-1,-1.0
CCN(CC)CC,C,-1,-1.0
CCN(CC)CC,N,1s,405.61534156799314
CCN(CC)CC,C,-1,-1.0
CCN(CC)CC,C,-1,-1.0
CCN(CC)CC,C,-1,-1.0
CCN(CC)CC,C,-1,-1.0
CCCCNCC,C,-1,-1.0
CCCCNCC,C,-1,-1.0
CCCCNCC,C,-1,-1.0
CCCCNCC,C,-1,-1.0
CCCCNCC,N,1s,405.6755570411682
CCCCNCC,C,-1,-1.0
CCCCNCC,C,-1,-1.0
CC(C)NC(C)C,C,-1,-1.0
CC(C)NC(C)C,C,-1,-1.0
CC(C)NC(C)C,C,-1,-1.0
CC(C)NC(C)C,N,1s,405.60572853088377
CC(C)NC(C)C,C,-1,-1.0
CC(C)NC(C)C,C,-1,-1.0
CC(C)NC(C)C,C,-1,-1.0
C(CCCN)CCN,C,-1,-1.0
C(CCCN)CCN,C,-1,-1.0
C(CCCN)CCN,C,-1,-1.0
C(CCCN)CCN,C,-1,-1.0
C(CCCN)CCN,N,1s,405.26239957809446
C(CCCN)CCN,C,-1,-1.0
C(CCCN)CCN,C,-1,-1.0
C(CCCN)CCN,N,1s,405.48531665802
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,C,-1,-1.0
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,N,1s,404.95377292633054
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,N,1s,405.3458155632019
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,N,1s,404.9429663658142
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,P,-1,-1.0
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,N,1s,404.1116937637329
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,N,1s,404.42514696121214
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,P,-1,-1.0
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,P,-1,-1.0
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,N,1s,404.7417258262634
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,C,-1,-1.0
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,P,-1,-1.0
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,C,-1,-1.0
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,C,-1,-1.0
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,C,-1,-1.0
CN1N2N(P3N(N1P(P(N2C)P3C)C)C)C,C,-1,-1.0
C1=CC(=CC=C1C#N)N,C,-1,-1.0
C1=CC(=CC=C1C#N)N,C,-1,-1.0
C1=CC(=CC=C1C#N)N,C,-1,-1.0
C1=CC(=CC=C1C#N)N,C,-1,-1.0
C1=CC(=CC=C1C#N)N,C,-1,-1.0
C1=CC(=CC=C1C#N)N,C,-1,-1.0
C1=CC(=CC=C1C#N)N,C,-1,-1.0
C1=CC(=CC=C1C#N)N,N,1s,405.3345393180847
C1=CC(=CC=C1C#N)N,N,1s,406.11827554702757
CC(=O)C1=CC=NC=C1,C,-1,-1.0
CC(=O)C1=CC=NC=C1,C,-1,-1.0
CC(=O)C1=CC=NC=C1,O,-1,-1.0
CC(=O)C1=CC=NC=C1,C,-1,-1.0
CC(=O)C1=CC=NC=C1,C,-1,-1.0
CC(=O)C1=CC=NC=C1,C,-1,-1.0
CC(=O)C1=CC=NC=C1,N,1s,405.4989122390747
CC(=O)C1=CC=NC=C1,C,-1,-1.0
CC(=O)C1=CC=NC=C1,C,-1,-1.0
CC(=O)C1=CN=CC=C1,C,-1,-1.0
CC(=O)C1=CN=CC=C1,C,-1,-1.0
CC(=O)C1=CN=CC=C1,O,-1,-1.0
CC(=O)C1=CN=CC=C1,C,-1,-1.0
CC(=O)C1=CN=CC=C1,C,-1,-1.0
CC(=O)C1=CN=CC=C1,N,1s,405.8064011573791
CC(=O)C1=CN=CC=C1,C,-1,-1.0
CC(=O)C1=CN=CC=C1,C,-1,-1.0
CC(=O)C1=CN=CC=C1,C,-1,-1.0
CC(=O)C1=CC=CC=N1,C,-1,-1.0
CC(=O)C1=CC=CC=N1,C,-1,-1.0
CC(=O)C1=CC=CC=N1,O,-1,-1.0
